test,elevator_id,line,parent_station,Station (for Betsy),children_ids_served,elevator_type,escalator_direction,facility_name,alternate_elevator_ids,alternate_service_long_text,Entering System Categorization,Exiting System Categorization,What station to EXIT at,Short Text,Questions/Notes,Is direction important?,Is the line/mode important?,secondary_alternate_service_text,elevator_name,alternate_service_short_text,facility_lat,facility_lon
43,917,G,place-prmnl,Prudential,70239;70240;door-prmnl-prudential,Elevator,,Lobby to Huntington Avenue,,"To exit, exit the train at Northeastern and proceed to the Route 39 (Back Bay) bus stop at 360 Huntington Ave and take a Route 39 bus to Belvidere St and Huntington Ave (Prudential Center). To board, travel to the Route 39 (Forest Hills) bus stop at Huntington Ave and Belvidere St, and take a Route 39 bus to Huntington Ave and Opera Pl. Proceed to the Northeastern eastbound platform and transfer to an eastbound train.",3C - Use regular bus,3C - Use regular bus,Northeastern,,,,,,PRUDENTIAL - Lobby to Street,Prudential Elevator 917 (lobby to street) is not working. Use Route 39 bus to Northeastern to connect to the Green Line.,,
44,920,G,place-prmnl,Prudential,70239;door-prmnl-prudential,Elevator,,Heath Street platform to lobby,"921, 917, 977, 976","To exit, exit the train at Northeastern and proceed to the Lechmere platform, then take a Lechmere-bound train to Prudential and use Prudential Elevator 921. To board, use Prudential Elevator 921 to access the Lechmere platform.  Take a Lechmere-bound train to Copley, then cross Boylston St to the westbound platform and transfer to a Heath Street-bound train. See station personnel at the Copley westbound lobby to gain entry at the faregate.",3A - Backtrack,3A - Backtrack,Northeastern,,,,,,PRUDENTIAL - Heath St Platform to Lobby,Prudential Elevator 920 (lobby to Heath Street-bound platform) is not working. See www.mbta.com for alt service.,,
45,921,G,place-prmnl,Prudential,70240;door-prmnl-prudential,Elevator,,Lechmere platform to lobby,"920, 917, 977, 976","To exit, exit the train at Copley, then cross Boylston St to the westbound platform. Take a Heath Street-bound train to Prudential and use Prudential Elevator 920. See station personnel at the Copley westbound lobby to gain entry at the faregate. To board, use Prudential Elevator 920 to access the Heath Street platform. Take a Heath Street-bound train to Northeastern, then proceed to the Lechmere platform and transfer to a Lechmere-bound train.",3A - Backtrack,3A - Backtrack,Copley,,,,,,PRUDENTIAL - Park St bound Platform to Lobby,Prudential Elevator 921 (lobby to Park Street-bound platform) is not working. See www.mbta.com for alt service.,,
8,736,R,place-qamnl,Quincy Adams,70103;70104,Elevator,,Lobby to platform,"805, 810",Please use the nearby Quincy Adams Elevator 805.,1 - Nearby,1 - Nearby,,,,,,,QUINCY ADAMS - Red Line Platform to Lobby,Quincy Adams Elevator 805 (Red Line platform) is not working. See www.mbta.comfor alt service.,,
20,805,R,place-qamnl,Quincy Adams,70103;70104,Elevator,,Lobby to platform,"736, 810",Please use the nearby Quincy Adams Elevator 736.,1 - Nearby,1 - Nearby,,,,,,,QUINCY ADAMS - Red Line Platform to Lobby,Quincy Adams Elevator 805 (Red Line platform) is not working. See www.mbta.comfor alt service.,,
21,806,R,place-qamnl,Quincy Adams,70103;70104,Elevator,,Lobby to parking garage,807,Please use the nearby Quincy Adams Elevator 807.,1 - Nearby,1 - Nearby,,,,,,,QUINCY ADAMS - Lobby to Parking Garage,Quincy Adams Elevator 806 (parking garage to lobby) is not working. See www.mbta.com for alt service.,,
22,807,R,place-qamnl,Quincy Adams,70103;70104,Elevator,,Lobby to parking garage,806,Please use the nearby Quincy Adams Elevator 806.,1 - Nearby,1 - Nearby,,,,,,,QUINCY ADAMS - Lobby to Parking Garage,Quincy Adams Elevator 807 (parking garage to lobby) is not working. Please use adjacent Quincy Adams Elevator 806.,,
6,810,R,place-qnctr,Quincy Center,70101;70102,Elevator,,Red Line platform to lobby,"805, 806","A shuttle bus will be available to transport customers between Quincy Center and Quincy Adams. To exit the Red Line, exit the train at Quincy Adams and find station personnel or use a station call box to request the shuttle bus to Quincy Center. To board the Red Line, find station personnel or use a station call box at Quincy Center to request the shuttle bus to Quincy Adams. Alternatively, customers may also use Bus Routes 210, 211 and 212 for transportation between Quincy Center and North Quincy.",3B - Shuttle Bus,3B - Shuttle Bus,Quincy Adams,,,,,,QUINCY CENTER - Red Line Platform to Lobby/Busway,Quincy Center Elevator 810 (Red Line platform to lobby) is not working. See www.mbta.com for alt service.,,
39,896,"R, COMM",place-qnctr,Quincy Center,MM-0079-S,Elevator,,Commuter Rail platform to lobby,"810, 805, 830, 831","To exit when traveling from South Station or JFK/UMass, take a Braintree-bound Red Line train to Quincy Center and use Quincy Center Elevator 810. To exit when traveling inbound on the Middleboro, Kingston or Greenbush Line, notify a Commuter Rail conductor as soon as possible so arrangements can be made for the train to stop at Braintree. At Braintree, take an Alewife-bound Red Line train to Quincy Center and use Quincy Center Elevator 810. Please contact station personnel for assistance. To board the Commuter Rail, take a Braintree-bound Red Line train to Braintree, then transfer to a Middleboro, Kingston or Greenbush Line train.  Alternatively, if traveling to South Station or JFK/UMass, take an Alewife-bound Red Line train.",3D - CR switch to subway,4A - CR call for assistance,,,Worth revisiting,YES,,,QUINCY CENTER - Commuter Rail Platform to Lobby,Quincy Center Elevator 896 (commuter rail platform to lobby) is not working. See www.mbta.com for alt service.,,
33,884,B,place-rbmnl,Revere Beach,70057;door-rbmnl-main,Elevator,,Bowdoin platform to lobby,"885, 709, 710","To exit, exit the train at Beachmont,  then take a Wonderland-bound train to Revere Beach and use Revere Beach Elevator 885. To board, use Revere Beach Elevator 885 to access the Wonderland platform. Take a Wonderland-bound train to Wonderland, then transfer to a Bowdoin-bound train.",3A - Backtrack,3A - Backtrack,Beachmont,,,,,,REVERE BEACH - Bowdoin platform to Lobby,Revere Beach Elevator 884 (Government Center-bound platform to lobby) is not working. See www.mbta.comfor alt service.,,
34,885,B,place-rbmnl,Revere Beach,70058;door-rbmnl-main,Elevator,,Wonderland platform to lobby,"884, 709, 710","To exit, exit the train at Wonderland, then take a Bowdoin-bound train to Revere Beach and use Revere Beach Elevator 884. To board, use Revere Beach Elevator 884 to access the Bowdoin platform. Take a Bowdoin-bound train to Beachmont, then transfer to a Wonderland-bound train.",3A - Backtrack,3A - Backtrack,Wonderland,,,,,,REVERE BEACH - Wonderland Platform to Lobby,Revere Beach Elevator 885 (Wonderland-bound platform to lobby) is not working. See www.mbta.com for alt service.,,
14,847,O,place-rcmnl,Roxbury Crossing,70008;70009;door-rcmnl-tremont,Elevator,,Platform to paid lobby,"846, 850","A shuttle bus will be available to transport customers between Roxbury Crossing and Ruggles. To exit, exit the train at Ruggles and find station personnel or use a station call box to request the shuttle bus to Roxbury Crossing. To board, find station personnel or use a station call box at Roxbury Crossing to request the shuttle bus to Ruggles. Alternatively, customers may also use Bus Route 22 for transportation between Roxbury Crossing and Ruggles.",3B - Shuttle Bus,3B - Shuttle Bus,Ruggles,,,,,"A shuttle bus will be available to transport customers between Roxbury Crossing and Jackson Square. To exit, exit the train at Jackson Square and find station personnel or use a station call box to request the shuttle bus to Roxbury Crossing. To board, find station personnel or use a station call box at Roxbury Crossing to request the shuttle bus to Ruggles. Alternatively, customers may also use Bus Route 22 for transportation between Roxbury Crossing and Jackson Square.",ROXBURY CROSSING - Orange Line Platform to Lobby,Roxbury Crossing Elevator 847 (platform to lobby) is not working. See www.mbta.comfor alt service.,,
3,728,O,place-rugg,Ruggles,17862;17863,Elevator,,Lobby to lower busway center platform,848,Please find station personnel or use a station call box or for assistance navigating between the lobby and lower busway.,2 - Accessible route available,2 - Accessible route available,,,,,,,RUGGLES - Lobby to Lower Busway,Ruggles Elevator 848 (lobby to lower busway) is not working. Contact station personnel for assistance accessing the lower busway.,42.336228,-71.089127
15,849,"O, COMM",place-rugg,Ruggles,NEC-2265;NEC-2265-01;NEC-2265-03;,Elevator,,Commuter Rail platform to upper lobby,"850, 853, 854, 855, 856","Please see station personnel or a train conductor for assistance. To exit, exit the train at Back Bay, then take a Forest Hills-bound train to Ruggles and use Ruggles Elevator 850. To board, use Ruggles Elevator 850 to access the Orange Line platform, then take a Oak Grove-bound train to Back Bay and transfer to the Commuter Rail. Check the Commuter Rail train schedules for train arrival/departure times at Back Bay by visiting mbta.com/schedules.",3D - CR switch to subway,3D - CR switch to subway,Back Bay,,,,,"Please see station personnel or a train conductor for assistance. To exit, exit the train at Back Bay, then take a Forest Hills-bound train to Jackson Square (Ruggles Orange Line Elevator 850 is being replaced). At Jackson Square, see station personnel or use a station call box to request the shuttle bus to Ruggles. To board the Commuter Rail, see station personnel or use a station call box at Ruggles to request the shuttle bus to Back Bay. Check the Commuter Rail train schedules for train arrival/departure times at Back Bay by visiting mbta.com/schedules.",RUGGLES - Commuter Rail Platform to Lobby,Ruggles Elevator 849 (commuter rail platform to lobby) is not working. Contact station personnel or train conductor for assistance.,42.336466,-71.08939
16,850,O,place-rugg,Ruggles,70010;70011,Elevator,,Orange Line platform to upper lobby,"846, 847","A shuttle bus will be available to transport customers between Ruggles and Jackson Square. To exit, exit the train at Jackson Square and find station personnel or use a station call box to request the shuttle bus to Ruggles. To board, find station personnel or use a station call box at Ruggles to request the shuttle bus to Jackson Square, or Roxbury Crossing, upon request. Alternatively, customers may also use Bus Route 22 for transportation between Ruggles, Jackson Square and Roxbury Crossing.",3B - Shuttle Bus,3B - Shuttle Bus,Jackson Square,,,,,,RUGGLES - Orange Line Platform to Lobby,Ruggles Elevator 850 (Orange Line platform to lobby) is not working. See www.mbta.comfor alt service.,42.336583,-71.089568
17,851,O,place-rugg,Ruggles,17861;17862;17863;70010;70011;NEC-2265;NEC-2265-01;NEC-2265-03;door-rugg-forsyth,Elevator,,Forsyth Street to upper lobby,N/A,"A shuttle bus will be available to transport customers between Forsyth St entrance and the Ruggles upper busway (lobby). Please see station personnel or use a station call box to request the shuttle bus. Alternatively, upon request, assistance navigating between the Forsyth St entrance and the Ruggles upper busway can be provided.",3B - Shuttle Bus,3B - Shuttle Bus,Ruggles,,"Note that this is same station, but differnet entrance.",,,,RUGGLES - Lobby to Northeastern University/Forsythe Way,Ruggles Elevator 851 (lobby & upper busway to Northeastern University/Forsythe Way) is not working. Contact station personnel for assistance accessing other entrance.,42.336924,-71.08933
25,848,O,place-rugg,Ruggles,17862;17863,Elevator,,Lobby to lower busway side platform,728,"To exit, use Ruggles Elevator 728 located on the opposite side of the lobby. To board, cross the inner busway lane to the center platform and use Ruggles Elevator 728.",2 - Accessible route available,2 - Accessible route available,,,,,,,RUGGLES - Lobby to Lower Busway,Ruggles Elevator 848 (lobby to lower busway) is not working. Contact station personnel for assistance accessing the lower busway.,42.336486,-71.089081
12,845,O,place-sbmnl,Stony Brook,70004;70005;door-sbmnl-main,Elevator,,Platform to paid lobby,846,"A shuttle bus will be available to transport customers between Stony Brook and Jackson Square. To exit, exit the train at Jackson Square and find station personnel or use a station call box to request the shuttle bus to Stony Brook. To board, find station personnel or use a station call box at Stony Brook to request the shuttle bus to Jackson Square.",3B - Shuttle Bus,3B - Shuttle Bus,Jackson Square,,,,,,STONY BROOK - Orange Line Platform to Lobby,Stony Brook Elevator 845 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,,
56,946,R,place-shmnl,Savin Hill,70087;70088,Elevator,,Platform to paid lobby,"831, 830","A shuttle bus will be available to transport customers between Savin Hill and JFK/UMass. To exit, exit the train at JFK/UMass and find station personnel or use a station call box to request the shuttle bus to Savin Hill. To board, find station personnel or use a station call box at Savin Hill to request the shuttle bus to JFK/UMass.",3B - Shuttle Bus,3B - Shuttle Bus,JFK/UMass,,,,,,SAVIN HILL - Platform to Main Lobby,Savin Hill Elevator 946 (platform to lobby) is not working. See www.mbta.comfor alt service.,,
57,947,R,place-shmnl,Savin Hill,70087;70088;door-shmnl-sydney,Elevator,,Sydney Street to unpaid lobby,,"To exit, use the main station entrance at Savin Hill Ave. To board, exit the parking lot, turn right and travel up South Sydney St. At Savin Hill Ave, turn right, and travel a short distance to the Savin Hill main entrance. Please see station personnel or use a station call box if you require assistance.",2B - No elevator needed,2B - No elevator needed,,,"Why do some entries have ""please call for assistance"" additions?",,,,SAVIN HILL - Lobby to Second Entrance,Savin Hill Elevator 947 (lobby to second entrance) is not working. Use main entrance.,,
58,953,R,place-smmnl,Shawmut,70091;door-smmnl-clemen,Elevator,,Alewife platform to lobby,"954, 957,958, 968, 969, 970","To exit, exit the train at Fields Corner, then take an Ashmont-bound train to Shawmut and use Shawmut Elevator 954. To board, use Shawmut Elevator 954 to access the Ashmont platform. Take an Ashmont-bound train to Ashmont, then transfer to an Alewife-bound train.",3A - Backtrack,3A - Backtrack,Fields Corner,,,,,,SHAWMUT - Alewife Bound Platform to Lobby,Shawmut Elevator 953 (Alewife-bound platform to lobby) is not working. See www.mbta.com for alt service.,,
59,954,R,place-smmnl,Shawmut,70092;door-smmnl-clemen,Elevator,,Ashmont platform to lobby,"953, 957, 958, 968, 969, 970","To exit, exit the train at Ashmont, then take an Alewife-bound train to Shawmut and use Shawmut Elevator 953. To board, use Shawmut Elevator 953 to access the Alewife platform. Take an Alewife-bound train to Fields Corner, then transfer to an Ashmont-bound train.",3A - Backtrack,3A - Backtrack,Ashmont,,,,,,SHAWMUT - Ashmont Bound Platform to Lobby,Shawmut Elevator 954 (Ashmont-bound platform to lobby) is not working. See www.mbta.com for alt service.,,
62,980,G,place-spmnl,Science Park,70208,Elevator,,Copley & West platform to lobby,981,Science Park Elevator 980 (street to Copley & West platform) is out of service. Customers desiring elevator service to enter on the Copley & West side must use the Lechmere & North elevator and utilize service to Lechmere for Copley & West service. Customers desiring to exit on the Copley & West side must continue to North Station and transfer to Lechmere & North service back to Science Park.,3A - Backtrack,3A - Backtrack,North Station,,,YES,,,SCIENCE PARK/WEST END - Street to North Station bound Platform,Science Park Elevator 980 (Lechmere-bound platform) is not working. See www.mbta.com for alt service.,,
63,981,G,place-spmnl,Science Park,70207,Elevator,,Lechmere & North platform to lobby,980,Science Park Elevator 981 (street to Lechmere & North platform) is out of service. Customers desiring to enter the station for Lechmere & North service must use the Copley & West elevator to North Station and transfer to Lechmere & North service to Lechmere. Customers desiring to exit at Science Park must continue to Lechmere and transfer to Copley & West service back to Science Park.,3A - Backtrack,3A - Backtrack,Lechmere,,,YES,,,SCIENCE PARK/WEST END - Street to Lechmere/Somerville bound Platform,Science Park Elevator 981 (Lechmere-bound platform) is not working. See www.mbta.com for alt service.,,
33,901,"R, SL",place-sstat,South Station,74611;74617;70079;70080,Elevator,,Ashmont/Braintree platform to Silver Line drop-off platform and lobby,"918, 927, 919","To exit the Red Line, use nearby South Station Elevator 918. To exit the Silver Line, take South Station Elevator 927 to the Alewife platform, then take South Station Elevator 919 to the Airport/Design Center/Chelsea platform. At the Silver Line platform, use South Station Elevator 918 to access the lobby. To board the Red Line, use South Station Elevator 918 located on the opposide side of the lobby.",2 - Accessible route available,2 - Accessible route available,,,,YES,,,SOUTH STATION - Ashmont/Braintree Bound Platform to Lobby and Silver Line Waterfront/Airport,South Station Elevator 901 (Ashmont-/Braintree-bound platform) is not working. Use South Station Elevator 918 for platform/lobby access.,,
45,918,"R, SL",place-sstat,South Station,74611;74617;70079;70080,Elevator,,Ashmont/Braintree platform to Airport/Design Center/Chelsea platform and lobby,"901, 927, 919","To exit the Red Line, use nearby South Station Elevator 901. To board the Red Line, use South Station Elevator 901 located on the opposide side of the lobby. To board the Silver Line, take Elevator 901 to the Silver Line drop-off platform, then take South Station Elevator 927 to the Alewife platform. At the Alewife platform, use nearby South Station Elevator 919 to access the Airport/Design Center/Chelsea platform.",2 - Accessible route available,2 - Accessible route available,,,,YES,,,SOUTH STATION - Ashmont/Braintree Bound Platform to Lobby and Silver Line Waterfront/Airport,South Station Elevator 918 (Ashmont-/Braintree-bound platform) is not working. Use South Station Elevator 901 for platform/lobby access.,,
46,919,"R, SL",place-sstat,South Station,74611;70080,Elevator,,Alewife platform to Airport/Design Center/Chelsea platform,"927, 901","To exit the Red Line, take nearby South Station Elevator 927 to the Silver Line drop-off platform, then use South Station Elevator 901 to access the lobby. To board the Red Line, use South Station Elevator 901 located in the lobby, on the paid side of the faregates, to access the Silver Line drop-off platform. At the Silver Line platform, use South Station Elevator 927 to access the Alewife platform.",2 - Accessible route available,2 - Accessible route available,,,,,,,SOUTH STATION - Alewife Bound Platform to Silver Line Platform,South Station Elevator 919 (Alewife-bound platform to Silver Line) is not working. Use South Station Elevators 927 and 901.,,
50,926,R,place-sstat,South Station,74611;74617;70079;70080;door-sstat-main,Elevator,,"Subway Lobby to Atlantic Avenue, Summer Street","949, 6476","To exit, South Station Elevator 949 located on the opposite side of the lobby. Alternatively, travel up the ramp towards the Commuter Rail Concourse, and at the base of the escalator, turn left and proceed down the hallway. At the end of the hallway, use South Station Elevator 6476 to access the Commuter Rail Concourse. To board, cross Atlantic Ave towards Dewey Sq and use South Station Elevator 949.",2 - Accessible route available,2 - Accessible route available,,,,,,,SOUTH STATION - Lobby to Street,South Station Elevator 926 (lobby to street) is not working. Use South Station Elevator 949 (across Atlantic Avenue) for access.,,
51,927,"R, SL",place-sstat,South Station,74617;70080,Elevator,,Alewife platform to Silver Line Drop-off platform,"919, 918","To exit the Red Line, take nearby South Station Elevator 919 to the Airport/Design Center/Chelsea platform, then use South Station Elevator 918 to access the lobby. To board the Red Line, take South Station Elevator 918 to the Airport/Design Center/Chelsea platform, then use South Station Elevator 919 to access the Alewife platform.",2D - Daisy chain,2D - Daisy chain,,,,,,,SOUTH STATION - Alewife - bound Platform to Silver Line Dropoff,South Station Elevator 927 (Alewife-bound platform to Silver Line drop-off) is not working. Use South Station Elevators 918 and 919.,,
54,949,R,place-sstat,South Station,74611;74617;70079;70080;door-sstat-dewey,Elevator,,Lobby to Dewey Square,"926, 6476","To exit, use South Station Elevator 926 located on opposite side of the lobby, to the left of the subway monitoring office. Alternatively, travel up the ramp towards the Commuter Rail Concourse, and at the base of the escalator, turn left and continue down the hallway. At the end of the hallway, use South Station Elevator 6476 to access the Commuter Rail Concourse. To board, cross Atlantic Ave towards the South Station main entrance and Elevator 926 to access the subway lobby.  Alternatively, enter the South Station Commuter Rail Concourse and use Elevator 6476 located to the left of the information desk.",2 - Accessible route available,2 - Accessible route available,,,,YES,,,SOUTH STATION - Lobby to Street,South Station Elevator 949 (lobby to street) is not working. Use South Station Elevator 926 across Atlantic Avenue for access.,,
208,6476,"R, COMM",place-sstat,South Station,74611;74617;70079;70080,Elevator,,"Red Line, Silver Line SL1/SL2/SL3 lobby to Commuter Rail lobby","926, 949","To exit, use South Station Elevator 926 located on the unpaid side of the faregates, to the left of the subway monitoring office. To board, use South Station Elevator 926 located in front of the main South Station entrance at the corner Atlantic Ave and Summer St.",2 - Accessible route available,2 - Accessible route available,,,,,,,SOUTH STATION - Commuter Rail Lobby to Subway Lobby,South Station Elevator 6476 (Commuter Rail lobby) is not working. Use South Station Elevator 926 or 949 (Atlantic Ave.) for access.,,
58,974,B,place-state,State,70022;70023;70041;door-state-congress,Elevator,,"Bowdoin platform to Congress Street, 60 State Street","975, 967, 802","To exit, travel down the nearby ramp to the Orange Line Oak Grove platform, turn left, then use State Elevator 967 or 802 to access the Wonderland platform. Continue along the Wonderland platform to the 53 State St lobby and use State Elevator 975 to access the street. To board, cross State St, then proceed to the station entrance at 53 State St and use State Elevator 975 to access the Wonderland platform. At the Wonderland platform, turn left and proceed to the end of the platform (follow signs for Orange Line and Government Center/Bowdoin) and use State Elevator 967 or 802 to access the Orange Line Oak Grove platform. At the Oak Grove platform, turn right and travel up the nearby ramp to the Blue Line Bowdoin platform.",2D - Daisy chain,2D - Daisy chain,,,,,,"To exit, travel down the nearby ramp to the Orange Line Oak Grove platform, turn left, then use State Elevator 967 to access the Wonderland platform. Continue along the Wonderland platform to the 53 State St lobby and use State Elevator 975 to access the street. To board, cross State St, then proceed to the station entrance at 53 State St and use State Elevator 975 to access the Wonderland platform. At the Wonderland platform, turn left and proceed to the end of the platform (follow signs for Orange Line and Government Center/Bowdoin) and use State Elevator 967 to access the Orange Line Oak Grove platform. At the Oak Grove platform, turn right and travel up the nearby ramp to the Blue Line Bowdoin platform.",STATE STREET - Bowdoin platform to 60 State St,State Street Elevator 974 (Bowdoin platform to 60 State Street) is not working. Use State Street Elevator 975 at Wonderland Platform.,,
59,975,B,place-state,State,70022;70023;70042;door-state-exchange,Elevator,,"Wonderland platform to Congress Street, 53 State Street","974, 967, 802","To exit, proceed to the end of the platform (follow signs for Orange Line and Government Center/Bowdoin) and use State Elevator 967 or 802 to access the Orange Line Oak Grove platform. At the Oak Grove platform, turn right, travel up the nearby ramp to the Blue Line Bowdoin platform, then proceed to the 60 State St lobby and use State Elevator 974. To board, cross State St, then proceed to the entrance at 60 State St and use State Elevator 974 to access the Bowdoin platform. At the Bowdoin platform, turn right and proceed down the ramp to the Oak Grove platform. At the Oak Grove platform, turn left, then use State Elevator 967 or 802 to access the Wonderland platform.",2D - Daisy chain,2D - Daisy chain,,,,,,"To exit, proceed to the end of the platform (follow signs for Orange Line and Government Center/Bowdoin) and use State Elevator 967 to access the Orange Line Oak Grove platform. At the Oak Grove platform, turn right, travel up the nearby ramp to the Blue Line Bowdoin platform, then proceed to the 60 State St lobby and use State Elevator 974. To board, cross State St, then proceed to the entrance at 60 State St and use State Elevator 974 to access the Bowdoin platform. At the Bowdoin platform, turn right and proceed down the ramp to the Oak Grove platform. At the Oak Grove platform, turn left, then use State Elevator 967 to access the Wonderland platform.",STATE STREET - Wonderland Platform to 53 State St,State Street Elevator 975 (Wonderland Blue Line platform to 53 State Street) is not working. Use State Street Elevator 974 at Bowdoin platform.,,
15,803,O,place-state,State,70022;70023;70041;70042;door-state-meeting,Elevator,,"Forest Hills platform to Washington Street, Milk Street","975, 892, 891","To exit, proceed to the end of the Forest Hills platform and continue down the hallway (follow signs for Oak Grove and Blue Line) to the Wonderland platform. At the Wonderland platform, proceed to the 53 State St lobby and use State Elevator 975. To board a Forest Hills-bound train, cross Milk St and proceed south on Washington St for one-tenth of a mile to the intersection of Washington St and Winter St, and use Downtown Crossing Elevator 892. To board an Oak Grove-bound train, cross Milk St and proceed south on Washington St for one block to the intersection of Washington St and Franklin St, and use Downtown Crossing Elevator 891 to access the Oak Grove platform.",2 - Accessible route available,2 - Accessible route available,,,,,,,"STATE STREET - Forest Hills Platform to Milk, School, & Washington Sts","State Street Elevator 803 (lobby to Washington, Milk, and School Streets) is not working. See www.mbta.comfor alt service.",,
19,802,O,place-state,State,70023;70041,Elevator,,"Oak Grove platform to Forest Hills, Wonderland platforms","967, 974, 975",Please use nearby State Elevator 967.,1 - Nearby,1 - Nearby,,,,,,,STATE STREET - Oak Grove Platform to Forest Hills and Wonderland Platforms,State Street Elevator 802 (Oak Grove Orange Line platform to lobby) is not working. Use adjacent State Street Elevator 967.,,
27,967,O,place-state,State,70023;70041,Elevator,,"Oak Grove platform to Forest Hills, Wonderland platforms","974, 975, 802",Please use nearby State Street Elevator 802.,1 - Nearby,1 - Nearby,,,,,,"To board an Oak Grove-bound train, travel down the Wonderland platform and continue to the 53 State St lobby, and use State Elevator 975. At street level, cross State St, then proceed to the entrance at 60 State St and use State Elevator 974 to access the Bowdoin platform. At the Bowdoin platform, turn right and proceed down the ramp to the Oak Grove platform. To exit, travel up the nearby ramp to the Blue Line Bowdoin platform, then proceed to the 60 State St lobby and use State Elevator 974. If transferring to the Wonderland platform (from the 60 State St entrance), cross State St, then proceed to the station entrance at 53 State St and use State Elevator 975. If transferring to the Forest Hills platform (from the Wonderland platform), turn left and proceed to the Orange Line passageway (follow signs for Orange Line and Government Center/Bowdoin) and continue along the hallway to the Forest Hills platform.",STATE STREET - Oak Grove Platform to Forest Hills and Wonderland Platforms,State Street Elevator 967 (Oak Grove Orange Line platform to lobby) is not working. Use adjacent State Street Elevator 802.,,
22,840,O,place-sull,Sullivan,70030;70031,Elevator,,Center platform to lobby,881,"To exit when traveling on a Forest Hills-bound train, exit onto the center platform and wait for an Oak Grove train to arrive. When the train arrives, cross through the train over to the opposite platform and use Sullivan Elevator 881. To exit the train when traveling on an Oak Grove-bound train, exit the right side of the train onto the Oak Grove platform and use Sullivan Elevator 881. To board a Forest Hills-bound train, use Sullivan Elevator 881 to access the Oak Grove platform, then wait for an Oak Grove-bound train to arrive. When the train arrives, cross through the train over to the center platform.",2AB - Specific Platform,2AB - Specific Platform,,,,YES,,,SULLIVAN - Lobby to Forest Hills Platform,Sullivan Square Elevator 840 (Forest Hills platform to lobby) is not working. Contact station personnel to use Sullivan Square Elevator 881.,,
14,881,O,place-sull,Sullivan,70031,Elevator,,Oak Grove platform to lobby,840,"To exit, exit the left side of the train onto the center platform and use Sullivan Elevator 840. To board, use Sullivan Elevator 840 to access the center platform.",2AB - Specific Platform,2AB - Specific Platform,,,,,,,SULLIVAN - Lobby to Oak Grove Platform,Sullivan Elevator 881 (Oak Grove Platform to lobby) is not working. Contact a station personnel for assistance using Sullivan Elevator 840.,,
23,857,O,place-tumnl,Tufts Medical Center,70016;70017;door-tumnl-washington,Elevator,,Lobby to Washington Street,"853, 876, 922","A shuttle bus will be available to transport customers between Tufts Medical Center and Back Bay. To exit, exit the train at Back Bay and find station personnel or use a station call box to request the shuttle bus to Tufts Medical Center. To board, find station personnel or use a station call box at Tufts Medical Center to request the shuttle bus to Back Bay. Alternatively, cross Washington St, then take a Silver Line SL4 or SL5 bus to Washington St and Essex St (Chinatown Station).",3B - Shuttle Bus,3B - Shuttle Bus,Back Bay,,,,,,TUFTS - Lobby to Washington St,Tufts Medical Center Elevator 857 (lobby to Washington Street) is not working. See www.mbta.com for alt service.,,
24,858,O,place-tumnl,Tufts Medical Center,70017;door-tumnl-washington,Elevator,,Oak Grove platform to Washington Street lobby,"853, 859","A shuttle bus will be available to transport customers between Tufts Medical Center and Back Bay. To exit, exit the train at Back Bay and find station personnel or use a station call box to request the shuttle bus to Tufts Medical Center. To board, find station personnel or use a station call box at Tufts Medical Center to request the shuttle bus to Back Bay. Alternatively, use Tufts Medical Center Elevator 858 to access the Forest Hills platform. Take an Forest Hills-bound train to Back Bay and transfer to an Oak Grove-bound train.",3B - Shuttle Bus OR 3A - Backtrack,3B - Shuttle Bus,Back Bay,,,,,,TUFTS - Oak Grove Platform to Lobby,Tufts Medical Center Elevator 858 (Oak Grove-bound platform to lobby) is not working. See www.mbta.comfor alt service.,,
25,859,O,place-tumnl,Tufts Medical Center,70016;door-tumnl-washington,Elevator,,Forest Hills platform to Washington Street lobby,"853, 858","A shuttle bus will be available to transport customers between Tufts Medical Center and Back Bay. To exit, exit the train at Back Bay and find station personnel or use a station call box to request the shuttle bus to Tufts Medical Center. To board, find station personnel or use a station call box at Tufts Medical Center to request the shuttle bus to Back Bay. Alternatively, cross Washington St, then take a Silver Line SL4 or SL5 bus to Washington St and Essex St (Chinatown Station).",3B - Shuttle Bus,3B - Shuttle Bus,Back Bay,,Additonal local bus routes,,,,TUFTS - Forest Hills Platform to Lobby,Tufts Medical Center Elevator 859 (Forest Hills-bound platform to lobby) is not working. See www.mbta.comfor alt service.,,
9,771,G,place-unsqu,Union Square,70503;70504;door-unsqu-elevator,Elevator,,Platform to Prospect Street,,"To board or exit, use the accessible walkway that connects the station entrance with Prospect St.",2B - No elevator needed,2B - No elevator needed,,,,,,,,,42.3776,-71.095014
